rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
1117,W9 no acquisition,KEEP,pexels:31718225,4,no price attached,63%,P3,chad,the guelta darchei,hidden-gems,"camels descending to the dark water of the Guelta d'Archei, Chad",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000094,https://images.pexels.com/photos/31718225/pexels-photo-31718225.jpeg,chad/hidden-gems/camels-descending-to-the-dark-water-of-the-guelta-d-archei-chad.avif,2,/places/chad/the-guelta-darchei.html,/places/chad/the-guelta-darchei.html,"relevance 6.2, subject query, names its country",pexels,Leon Hellegers,https://www.pexels.com/photo/camels-grazing-in-the-arid-desert-landscape-31718225/
1118,W9 no acquisition,KEEP,pexels:33825089,4,no price attached,63%,P3,chad,emi koussi and the tibesti,mountains,"the volcanic massif of the Tibesti rising from desert, Chad",16/9 and 4/3,1800,migrate as it is,none,— already ours.,AKL-000095,https://images.pexels.com/photos/33825089/pexels-photo-33825089.jpeg,chad/mountains/the-volcanic-massif-of-the-tibesti-rising-from-desert-chad.avif,4,/places/chad/emi-koussi-and-the-tibesti.html,/chad.html,"relevance 5.0, subject query, names its country",pexels,Ben Khatry,https://www.pexels.com/photo/scenic-view-of-river-and-palm-trees-in-sahara-desert-33825089/
1119,W9 no acquisition,KEEP,pexels:27443104,4,no price attached,63%,P3,chad,the ennedi,nature,"the Aloba arch standing over sand in the Ennedi massif, Chad",16/9 and 21/9 and 4/3,2100,migrate as it is,none,— already ours.,AKL-000096,https://images.pexels.com/photos/27443104/pexels-photo-27443104.jpeg,chad/nature/the-aloba-arch-standing-over-sand-in-the-ennedi-massif-chad.avif,4,/places/chad/the-ennedi.html,/chad.html,"relevance 4.5, subject query, names its country",pexels,Djamel Ramdani,https://www.pexels.com/photo/a-person-standing-in-front-of-a-rock-formation-27443104/
1120,W9 no acquisition,KEEP,pexels:30705843,4,no price attached,63%,P3,chad,zakouma in march,safari,"black crowned cranes gathered at a drying pan in Zakouma, Chad",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000097,https://images.pexels.com/photos/30705843/pexels-photo-30705843.jpeg,chad/safari/black-crowned-cranes-gathered-at-a-drying-pan-in-zakouma-chad.avif,2,/places/chad/zakouma-in-march.html,/places/chad/zakouma-in-march.html,"relevance 4.8, subject query, names its country",pexels,Hugo Sykes,https://www.pexels.com/photo/crowned-cranes-in-flight-over-african-savannah-30705843/
1121,W9 no acquisition,KEEP,pexels:31633701,4,no price attached,63%,P3,chad,the toubou,traditional-people,"a Toubou man beside camels in the Ennedi, Chad",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000098,https://images.pexels.com/photos/31633701/pexels-photo-31633701.jpeg,chad/traditional-people/a-toubou-man-beside-camels-in-the-ennedi-chad.avif,3,/places/chad/the-toubou.html,/places/chad/the-toubou.html,"relevance 5.7, subject query, names its country",pexels,mg shotz,https://www.pexels.com/photo/man-in-traditional-african-clothing-in-desert-31633701/
1122,W9 no acquisition,KEEP,pexels:10066001,4,no price attached,63%,P4,chad,,beaches,"A man leans over from a fishing boat reaching into the calm lake water on a clear day., Chad",unconstrained,0,migrate as it is,none,— already ours.,AKL-000090,https://images.pexels.com/photos/10066001/pexels-photo-10066001.jpeg,chad/beaches/a-man-leans-over-from-a-fishing-boat-reaching-into-the-calm-lake-water.avif,4,,/chad.html,"relevance 5.0, subject query, names its country",pexels,Jose Gabriel Ortega Castro,https://www.pexels.com/photo/a-man-on-a-boat-washing-his-hand-in-the-river-10066001/
1123,W9 no acquisition,KEEP,pexels:37891004,4,no price attached,62%,P3,equatorial-guinea,spanish colonial,architecture,"shuttered Spanish colonial houses on a Malabo street, Equatorial Guinea",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000153,https://images.pexels.com/photos/37891004/pexels-photo-37891004.jpeg,equatorial-guinea/architecture/shuttered-spanish-colonial-houses-on-a-malabo-street-equatorial-guinea.avif,3,/places/equatorial-guinea/spanish-colonial.html,/places/equatorial-guinea/spanish-colonial.html,"relevance 4.5, subject query, names its country",pexels,Olo A,https://www.pexels.com/photo/colonial-architecture-building-in-accra-37891004/
1124,W9 no acquisition,KEEP,pexels:1699263,4,no price attached,62%,P3,equatorial-guinea,carving and basketry,crafts,"a carved wooden Fang figure and woven basket, Equatorial Guinea",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000155,https://images.pexels.com/photos/1699263/pexels-photo-1699263.jpeg,equatorial-guinea/crafts/a-carved-wooden-fang-figure-and-woven-basket-equatorial-guinea.avif,2,/places/equatorial-guinea/carving-and-basketry.html,/places/equatorial-guinea/carving-and-basketry.html,"relevance 4.7, subject query, names its country",pexels,PALLAB HALDER,https://www.pexels.com/photo/black-wooden-tiki-mask-on-wall-1699263/
1125,W9 no acquisition,KEEP,pexels:12290340,4,no price attached,62%,P3,equatorial-guinea,the bioko biodiversity programme,eco-tourism,"researchers recording a turtle nest on Bioko's black sand, Equatorial Guinea",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000156,https://images.pexels.com/photos/12290340/pexels-photo-12290340.jpeg,equatorial-guinea/eco-tourism/researchers-recording-a-turtle-nest-on-bioko-s-black-sand-equatorial-g.avif,2,/places/equatorial-guinea/the-bioko-biodiversity-programme.html,/places/equatorial-guinea/the-bioko-biodiversity-programme.html,"relevance 4.7, subject query, names its country",pexels,Amy Farías,https://www.pexels.com/photo/loggerhead-sea-turtle-on-beach-sand-12290340/
1126,W9 no acquisition,KEEP,pexels:14143047,4,no price attached,62%,P3,equatorial-guinea,beach and forest,family-community,"a family on the sheltered sand at Arena Blanca on Bioko, Equatorial Guinea",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000157,https://images.pexels.com/photos/14143047/pexels-photo-14143047.jpeg,equatorial-guinea/family-community/a-family-on-the-sheltered-sand-at-arena-blanca-on-bioko-equatorial-gui.avif,2,/places/equatorial-guinea/beach-and-forest.html,/places/equatorial-guinea/beach-and-forest.html,"relevance 5.0, subject query, names its country",pexels,Andrew Schwark,https://www.pexels.com/photo/beach-sand-14143047/
1127,W9 no acquisition,KEEP,pexels:32656681,4,no price attached,62%,P3,equatorial-guinea,the abira,festivals,"Bubi dancers with rattles at a village ceremony on Bioko, Equatorial Guinea",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000158,https://images.pexels.com/photos/32656681/pexels-photo-32656681.jpeg,equatorial-guinea/festivals/bubi-dancers-with-rattles-at-a-village-ceremony-on-bioko-equatorial-gu.avif,3,/places/equatorial-guinea/the-abira.html,/places/equatorial-guinea/the-abira.html,"relevance 5.5, subject query, names its country",pexels,Alex Fanaso,https://www.pexels.com/photo/papua-new-guinea-cultural-festival-parade-32656681/
1128,W9 no acquisition,KEEP,pexels:11434408,4,no price attached,62%,P3,equatorial-guinea,pepe soup and malamba,food,"A vibrant chili fish sauce dish served in a decorative ceramic bowl, perfect for adding flavor to meals., Equatorial Guinea",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000159,https://images.pexels.com/photos/11434408/pexels-photo-11434408.jpeg,equatorial-guinea/food/a-vibrant-chili-fish-sauce-dish-served-in-a-decorative-ceramic-bowl-pe.avif,2,/places/equatorial-guinea/pepe-soup-and-malamba.html,/places/equatorial-guinea/pepe-soup-and-malamba.html,"relevance 6.2, subject query, names its country",pexels,FOX ^.ᆽ.^= ∫,https://www.pexels.com/photo/bowl-of-chili-soup-11434408/
1129,W9 no acquisition,KEEP,pexels:17316586,4,no price attached,62%,P3,equatorial-guinea,business hotels mostly,luxury,"a hotel terrace overlooking the sea at Malabo, Equatorial Guinea",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000160,https://images.pexels.com/photos/17316586/pexels-photo-17316586.jpeg,equatorial-guinea/luxury/a-hotel-terrace-overlooking-the-sea-at-malabo-equatorial-guinea.avif,2,/places/equatorial-guinea/business-hotels-mostly.html,/places/equatorial-guinea/business-hotels-mostly.html,"relevance 4.5, subject query, names its country",pexels,Serg Alesenko,https://www.pexels.com/photo/men-sitting-on-terrace-over-forest-17316586/
1130,W9 no acquisition,KEEP,pexels:36718622,4,no price attached,62%,P3,equatorial-guinea,pico basile,mountains,"the summit and cloud forest of Pico Basile on Bioko, Equatorial Guinea",16/9 and 4/3,1800,migrate as it is,none,— already ours.,AKL-000161,https://images.pexels.com/photos/36718622/pexels-photo-36718622.jpeg,equatorial-guinea/mountains/the-summit-and-cloud-forest-of-pico-basile-on-bioko-equatorial-guinea.avif,4,/places/equatorial-guinea/pico-basile.html,/equatorial-guinea.html,"relevance 5.5, subject query, names its country",pexels,Paweł Kosmala,https://www.pexels.com/photo/majestic-mountain-view-with-clouds-and-forest-36718622/
1131,W9 no acquisition,KEEP,pexels:17377194,4,no price attached,62%,P3,sao-tome-and-principe,sao tome town,cities,"the pastel colonial buildings and fort at Sao Tome town, Sao Tome and Principe",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000453,https://images.pexels.com/photos/17377194/pexels-photo-17377194.jpeg,sao-tome-and-principe/cities/the-pastel-colonial-buildings-and-fort-at-sao-tome-town-sao-tome-and-p.avif,2,/places/sao-tome-and-principe/sao-tome-town.html,/places/sao-tome-and-principe/sao-tome-town.html,"relevance 5.4, subject query, names its country",pexels,AXP Photography,https://www.pexels.com/photo/building-with-colonnade-in-town-17377194/
1132,W9 no acquisition,KEEP,pexels:33357665,4,no price attached,62%,P3,sao-tome-and-principe,cocoa grown and made,eco-tourism,"a chocolate maker sorting cocoa beans on a table, Sao Tome and Principe",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000455,https://images.pexels.com/photos/33357665/pexels-photo-33357665.jpeg,sao-tome-and-principe/eco-tourism/a-chocolate-maker-sorting-cocoa-beans-on-a-table-sao-tome-and-principe.avif,2,/places/sao-tome-and-principe/cocoa-grown-and-made.html,/places/sao-tome-and-principe/cocoa-grown-and-made.html,"relevance 6.2, subject query, names its country",pexels,Garba Bakura,https://www.pexels.com/photo/worker-s-hands-sorting-natural-minerals-outdoors-33357665/
1133,W9 no acquisition,KEEP,pexels:19980010,4,no price attached,62%,P3,sao-tome-and-principe,small and easy,family-community,"Children swimming in a shimmering lake in Kampot, Cambodia, during sunset. Perfect summer vacation vibe., Sao Tome and Principe",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000456,https://images.pexels.com/photos/19980010/pexels-photo-19980010.jpeg,sao-tome-and-principe/family-community/children-swimming-in-a-shimmering-lake-in-kampot-cambodia-during-sunse.avif,2,/places/sao-tome-and-principe/small-and-easy.html,/places/sao-tome-and-principe/small-and-easy.html,"relevance 4.7, subject query, names its country",pexels,Mengtry  Lorn,https://www.pexels.com/photo/boys-swimming-in-lake-at-sunset-19980010/
1134,W9 no acquisition,KEEP,pexels:21998612,4,no price attached,62%,P3,sao-tome-and-principe,the cocoa forest,forests,"cocoa pods growing among overgrown plantation trees, Sao Tome and Principe",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000457,https://images.pexels.com/photos/21998612/pexels-photo-21998612.jpeg,sao-tome-and-principe/forests/cocoa-pods-growing-among-overgrown-plantation-trees-sao-tome-and-princ.avif,4,/places/sao-tome-and-principe/the-cocoa-forest.html,/sao-tome-and-principe.html,"relevance 6.2, subject query, names its country",pexels,Kawê  Rodrigues,https://www.pexels.com/photo/nacional-fruits-growing-on-a-tree-21998612/
1135,W9 no acquisition,KEEP,pexels:31356364,4,no price attached,62%,P3,sao-tome-and-principe,rivers to the sea,lakes-rivers,"Tranquil river surrounded by dense, lush forest trees reflecting a calm, natural setting., Sao Tome and Principe",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000458,https://images.pexels.com/photos/31356364/pexels-photo-31356364.jpeg,sao-tome-and-principe/lakes-rivers/tranquil-river-surrounded-by-dense-lush-forest-trees-reflecting-a-calm.avif,3,/places/sao-tome-and-principe/rivers-to-the-sea.html,/places/sao-tome-and-principe/rivers-to-the-sea.html,"relevance 5.4, subject query, names its country",pexels,Galih Suryana Putra,https://www.pexels.com/photo/serene-river-scene-with-lush-forest-landscape-31356364/
1136,W9 no acquisition,KEEP,pexels:32544304,4,no price attached,62%,P3,sao-tome-and-principe,good and small,luxury,"a restored plantation house hotel with a verandah, Sao Tome and Principe",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000459,https://images.pexels.com/photos/32544304/pexels-photo-32544304.jpeg,sao-tome-and-principe/luxury/a-restored-plantation-house-hotel-with-a-verandah-sao-tome-and-princip.avif,2,/places/sao-tome-and-principe/good-and-small.html,/places/sao-tome-and-principe/good-and-small.html,"relevance 6.0, subject query, names its country",pexels,Vika Glitter,https://www.pexels.com/photo/traditional-thatched-roof-house-in-tropical-setting-32544304/
1137,W9 no acquisition,KEEP,pexels:13796775,4,no price attached,62%,P3,sao-tome-and-principe,the angolares,traditional-people,"Angolares fishermen with a dugout canoe on a black beach, Sao Tome and Principe",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000460,https://images.pexels.com/photos/13796775/pexels-photo-13796775.jpeg,sao-tome-and-principe/traditional-people/angolares-fishermen-with-a-dugout-canoe-on-a-black-beach-sao-tome-and-.avif,3,/places/sao-tome-and-principe/the-angolares.html,/places/sao-tome-and-principe/the-angolares.html,"relevance 6.2, subject query, names its country",pexels,Wale Adebisi,https://www.pexels.com/photo/boys-at-the-beach-13796775/
1138,W9 no acquisition,KEEP,pexels:5813448,4,no price attached,62%,P4,equatorial-guinea,,beaches,"Black and white high angle of wild tiny turtle crawling on sandy coast washed by foamy sea, Equatorial Guinea",unconstrained,0,migrate as it is,none,— already ours.,AKL-000154,https://images.pexels.com/photos/5813448/pexels-photo-5813448.jpeg,equatorial-guinea/beaches/black-and-white-high-angle-of-wild-tiny-turtle-crawling-on-sandy-coast.avif,4,,/equatorial-guinea.html,"relevance 6.0, subject query, names its country",pexels,Ludvig Hedenborg,https://www.pexels.com/photo/small-turtle-crawling-on-wet-sandy-beach-near-foamy-water-5813448/
1139,W9 no acquisition,KEEP,pexels:34578955,4,no price attached,59%,P3,sudan,sufi friday at omdurman,festivals,"Sufi dervishes in green and red at the Hamed al-Nil tomb, Omdurman, Sudan",16/9 and 3/2 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000537,https://images.pexels.com/photos/34578955/pexels-photo-34578955.jpeg,sudan/festivals/sufi-dervishes-in-green-and-red-at-the-hamed-al-nil-tomb-omdurman-suda.avif,3,/places/sudan/sufi-friday-at-omdurman.html,/places/sudan/sufi-friday-at-omdurman.html,"relevance 4.5, subject query, names its country",pexels,Zeynep Kahraman,https://www.pexels.com/photo/mesmerizing-sufi-whirling-dervishes-in-motion-34578955/
1140,W9 no acquisition,KEEP,pexels:27407537,4,no price attached,59%,P3,sudan,old dongola,hidden-gems,"the ruined columns and throne hall of Old Dongola above the Nile, Sudan",16/9 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000538,https://images.pexels.com/photos/27407537/pexels-photo-27407537.jpeg,sudan/hidden-gems/the-ruined-columns-and-throne-hall-of-old-dongola-above-the-nile-sudan.avif,2,/places/sudan/old-dongola.html,/places/sudan/old-dongola.html,"relevance 4.2, subject query, names its country",pexels,Eslam Mohammed Abdelmaksoud,https://www.pexels.com/photo/nile-river-27407537/
1141,W9 no acquisition,KEEP,pexels:12607744,4,no price attached,59%,P3,sudan,the blue and the white,lakes-rivers,"the confluence of the Blue and White Nile at Khartoum from the air, Sudan",16/9 and 4/5 and 4/3,1600,migrate as it is,none,— already ours.,AKL-000539,https://images.pexels.com/photos/12607744/pexels-photo-12607744.jpeg,sudan/lakes-rivers/the-confluence-of-the-blue-and-white-nile-at-khartoum-from-the-air-sud.avif,3,/places/sudan/the-blue-and-the-white.html,/places/sudan/the-blue-and-the-white.html,"relevance 5.4, subject query, names its country",pexels,Ahmed Aziz,https://www.pexels.com/photo/a-buildings-and-bridge-near-the-nile-river-12607744/
